order_id,order_date,customer_name,city,state,product_name,category,quantity,price
1058,2024-03-05,Rahul,Bangalore,Karnataka,Backpack,Fashion,3,2800
1059,2024-04-27,Kunal,Chennai,Tamil Nadu,Headphones,Electronics,3,4000
1060,2024-03-08,Rohit,Hyderabad,Telangana,Mouse,Electronics,1,800
1061,2024-03-28,Amit,Delhi,Delhi,Handbag,Fashion,3,2500
1062,2024-03-31,Rahul,Bangalore,Karnataka,Mobile,Electronics,3,20000
1063,2024-03-27,Anjali,Jaipur,Rajasthan,Mouse,Electronics,1,800
1064,2024-02-10,Amit,Delhi,Delhi,Backpack,Fashion,2,2800
1065,2024-03-08,Priya,Mumbai,Maharashtra,Mouse,Electronics,3,800
1066,2024-02-15,Kunal,Chennai,Tamil Nadu,Mobile,Electronics,3,20000
1067,2024-03-22,Rohit,Hyderabad,Telangana,Backpack,Fashion,1,2800
1068,2024-02-03,Rahul,Bangalore,Karnataka,Shoes,Fashion,1,3000
1069,2024-03-27,Neha,Pune,Maharashtra,Handbag,Fashion,1,2500
1070,2024-02-26,Priya,Mumbai,Maharashtra,Backpack,Fashion,1,2800
1071,2024-04-12,Suman,Kolkata,West Bengal,Shoes,Fashion,1,3000
1072,2024-01-21,Rohit,Hyderabad,Telangana,Backpack,Fashion,3,2800
1073,2024-01-14,Amit,Delhi,Delhi,Shoes,Fashion,2,3000
1074,2024-03-29,Anjali,Jaipur,Rajasthan,Keyboard,Electronics,2,1500
1075,2024-04-11,Priya,Mumbai,Maharashtra,Keyboard,Electronics,3,1500
1076,2024-03-05,Amit,Delhi,Delhi,Backpack,Fashion,2,2800
1077,2024-04-30,Suman,Kolkata,West Bengal,Mobile,Electronics,3,20000
1078,2024-04-08,Priya,Mumbai,Maharashtra,Mobile,Electronics,1,20000
1079,2024-03-03,Kunal,Chennai,Tamil Nadu,Headphones,Electronics,1,4000
1080,2024-03-18,Kunal,Chennai,Tamil Nadu,Handbag,Fashion,3,2500
1081,2024-02-21,Suman,Kolkata,West Bengal,Mobile,Electronics,1,20000
1082,2024-03-20,Rahul,Bangalore,Karnataka,Mobile,Electronics,3,20000
1083,2024-04-29,Kunal,Chennai,Tamil Nadu,Laptop,Electronics,2,50000
1084,2024-04-08,Amit,Delhi,Delhi,Keyboard,Electronics,1,1500
1085,2024-02-18,Kunal,Chennai,Tamil Nadu,Laptop,Electronics,3,50000
1086,2024-02-22,Rahul,Bangalore,Karnataka,Headphones,Electronics,1,4000
1087,2024-01-02,Suman,Kolkata,West Bengal,Headphones,Electronics,3,4000
1088,2024-01-30,Amit,Delhi,Delhi,Mouse,Electronics,3,800
1089,2024-04-24,Priya,Mumbai,Maharashtra,Laptop,Electronics,2,50000
1090,2024-03-01,Rahul,Bangalore,Karnataka,Mouse,Electronics,2,800
1091,2024-01-15,Kunal,Chennai,Tamil Nadu,Shoes,Fashion,3,3000
1092,2024-03-22,Suman,Kolkata,West Bengal,Headphones,Electronics,1,4000
1093,2024-04-28,Neha,Pune,Maharashtra,Handbag,Fashion,1,2500
1094,2024-04-08,Priya,Mumbai,Maharashtra,Headphones,Electronics,1,4000
1095,2024-02-24,Priya,Mumbai,Maharashtra,Keyboard,Electronics,3,1500
1096,2024-03-21,Kunal,Chennai,Tamil Nadu,Headphones,Electronics,2,4000
1097,2024-02-10,Amit,Delhi,Delhi,Keyboard,Electronics,2,1500
1098,2024-02-11,Kunal,Chennai,Tamil Nadu,Headphones,Electronics,3,4000
1099,2024-04-18,Rohit,Hyderabad,Telangana,Handbag,Fashion,1,2500
1100,2024-01-04,Rohit,Hyderabad,Telangana,Mouse,Electronics,2,800
1101,2024-02-10,Kunal,Chennai,Tamil Nadu,Keyboard,Electronics,2,1500
1102,2024-01-07,Rohit,Hyderabad,Telangana,Laptop,Electronics,3,50000
1103,2024-04-30,Suman,Kolkata,West Bengal,Mouse,Electronics,3,800
1104,2024-04-30,Suman,Kolkata,West Bengal,Keyboard,Electronics,1,1500
1105,2024-02-20,Neha,Pune,Maharashtra,Keyboard,Electronics,2,1500
1106,2024-01-11,Kunal,Chennai,Tamil Nadu,Handbag,Fashion,3,2500
1107,2024-03-04,Priya,Mumbai,Maharashtra,Mouse,Electronics,2,800
1108,2024-03-15,Suman,Kolkata,West Bengal,Laptop,Electronics,2,50000
1109,2024-02-16,Amit,Delhi,Delhi,Laptop,Electronics,2,50000
1110,2024-01-20,Suman,Kolkata,West Bengal,Keyboard,Electronics,2,1500
1111,2024-02-09,Amit,Delhi,Delhi,Mobile,Electronics,2,20000
1112,2024-02-05,Suman,Kolkata,West Bengal,Headphones,Electronics,1,4000
1113,2024-04-28,Anjali,Jaipur,Rajasthan,Mouse,Electronics,3,800
1114,2024-01-22,Rohit,Hyderabad,Telangana,Handbag,Fashion,3,2500
1115,2024-04-28,Suman,Kolkata,West Bengal,Mouse,Electronics,1,800
1116,2024-04-18,Suman,Kolkata,West Bengal,Mobile,Electronics,2,20000
1117,2024-03-09,Neha,Pune,Maharashtra,Laptop,Electronics,1,50000
1118,2024-01-16,Neha,Pune,Maharashtra,Laptop,Electronics,2,50000
1119,2024-01-10,Rohit,Hyderabad,Telangana,Keyboard,Electronics,1,1500
1120,2024-04-27,Priya,Mumbai,Maharashtra,Backpack,Fashion,1,2800
1121,2024-01-24,Kunal,Chennai,Tamil Nadu,Backpack,Fashion,2,2800
1122,2024-03-31,Suman,Kolkata,West Bengal,Mobile,Electronics,2,20000
1123,2024-03-30,Kunal,Chennai,Tamil Nadu,Mouse,Electronics,3,800
1124,2024-02-25,Anjali,Jaipur,Rajasthan,Laptop,Electronics,1,50000
1125,2024-01-16,Neha,Pune,Maharashtra,Mouse,Electronics,3,800
1126,2024-02-13,Amit,Delhi,Delhi,Mobile,Electronics,1,20000
1127,2024-02-23,Suman,Kolkata,West Bengal,Keyboard,Electronics,1,1500
1128,2024-04-07,Neha,Pune,Maharashtra,Keyboard,Electronics,3,1500
1129,2024-03-22,Rohit,Hyderabad,Telangana,Keyboard,Electronics,2,1500
1130,2024-01-14,Amit,Delhi,Delhi,Laptop,Electronics,3,50000
1131,2024-01-31,Priya,Mumbai,Maharashtra,Handbag,Fashion,3,2500
1132,2024-01-10,Kunal,Chennai,Tamil Nadu,Laptop,Electronics,3,50000
1133,2024-04-22,Priya,Mumbai,Maharashtra,Handbag,Fashion,1,2500
1134,2024-01-07,Amit,Delhi,Delhi,Handbag,Fashion,1,2500
1135,2024-02-19,Neha,Pune,Maharashtra,Mouse,Electronics,1,800
1136,2024-03-17,Rahul,Bangalore,Karnataka,Headphones,Electronics,3,4000
1137,2024-01-30,Neha,Pune,Maharashtra,Keyboard,Electronics,2,1500
1138,2024-03-10,Amit,Delhi,Delhi,Mouse,Electronics,2,800
1139,2024-01-16,Rahul,Bangalore,Karnataka,Mouse,Electronics,2,800
1140,2024-01-12,Anjali,Jaipur,Rajasthan,Backpack,Fashion,1,2800
1141,2024-02-18,Priya,Mumbai,Maharashtra,Headphones,Electronics,1,4000
1142,2024-04-20,Anjali,Jaipur,Rajasthan,Backpack,Fashion,3,2800
1143,2024-04-12,Rahul,Bangalore,Karnataka,Mobile,Electronics,2,20000
1144,2024-04-11,Priya,Mumbai,Maharashtra,Laptop,Electronics,1,50000
1145,2024-03-28,Neha,Pune,Maharashtra,Handbag,Fashion,2,2500
1146,2024-02-28,Kunal,Chennai,Tamil Nadu,Shoes,Fashion,1,3000
1147,2024-03-20,Kunal,Chennai,Tamil Nadu,Headphones,Electronics,1,4000
1148,2024-03-23,Amit,Delhi,Delhi,Headphones,Electronics,3,4000
1149,2024-01-31,Rahul,Bangalore,Karnataka,Mouse,Electronics,3,800
1150,2024-03-15,Priya,Mumbai,Maharashtra,Shoes,Fashion,1,3000
1151,2024-03-14,Suman,Kolkata,West Bengal,Laptop,Electronics,1,50000
1152,2024-04-06,Suman,Kolkata,West Bengal,Mouse,Electronics,2,800
1153,2024-02-22,Kunal,Chennai,Tamil Nadu,Keyboard,Electronics,1,1500
1154,2024-04-30,Neha,Pune,Maharashtra,Headphones,Electronics,2,4000
1155,2024-02-19,Kunal,Chennai,Tamil Nadu,Mouse,Electronics,3,800
1156,2024-03-23,Neha,Pune,Maharashtra,Keyboard,Electronics,3,1500
1157,2024-04-13,Neha,Pune,Maharashtra,Keyboard,Electronics,1,1500
1158,2024-02-19,Rohit,Hyderabad,Telangana,Backpack,Fashion,1,2800
1159,2024-01-26,Rahul,Bangalore,Karnataka,Shoes,Fashion,3,3000
1160,2024-04-25,Amit,Delhi,Delhi,Mouse,Electronics,1,800
1161,2024-01-24,Kunal,Chennai,Tamil Nadu,Headphones,Electronics,1,4000
1162,2024-04-24,Rahul,Bangalore,Karnataka,Backpack,Fashion,2,2800
1163,2024-03-02,Rahul,Bangalore,Karnataka,Backpack,Fashion,3,2800
1164,2024-04-01,Suman,Kolkata,West Bengal,Keyboard,Electronics,2,1500
1165,2024-03-27,Priya,Mumbai,Maharashtra,Handbag,Fashion,2,2500
1166,2024-01-31,Rahul,Bangalore,Karnataka,Laptop,Electronics,1,50000
1167,2024-02-17,Suman,Kolkata,West Bengal,Mouse,Electronics,2,800
1168,2024-03-06,Anjali,Jaipur,Rajasthan,Laptop,Electronics,3,50000
1169,2024-04-19,Anjali,Jaipur,Rajasthan,Backpack,Fashion,3,2800
1170,2024-01-27,Rohit,Hyderabad,Telangana,Mobile,Electronics,2,20000
1171,2024-02-02,Amit,Delhi,Delhi,Headphones,Electronics,3,4000
1172,2024-01-20,Rahul,Bangalore,Karnataka,Shoes,Fashion,1,3000
1173,2024-04-16,Suman,Kolkata,West Bengal,Shoes,Fashion,1,3000
1174,2024-04-23,Rahul,Bangalore,Karnataka,Mouse,Electronics,2,800
1175,2024-01-30,Neha,Pune,Maharashtra,Backpack,Fashion,1,2800
1176,2024-01-14,Kunal,Chennai,Tamil Nadu,Headphones,Electronics,3,4000
1177,2024-01-20,Anjali,Jaipur,Rajasthan,Mobile,Electronics,1,20000
1178,2024-04-24,Amit,Delhi,Delhi,Laptop,Electronics,3,50000
1179,2024-01-12,Rahul,Bangalore,Karnataka,Keyboard,Electronics,3,1500
1180,2024-03-23,Priya,Mumbai,Maharashtra,Mouse,Electronics,1,800
1181,2024-02-11,Rohit,Hyderabad,Telangana,Handbag,Fashion,3,2500
1182,2024-01-16,Suman,Kolkata,West Bengal,Mouse,Electronics,3,800
1183,2024-01-23,Priya,Mumbai,Maharashtra,Handbag,Fashion,1,2500
1184,2024-02-24,Amit,Delhi,Delhi,Backpack,Fashion,2,2800
1185,2024-04-25,Neha,Pune,Maharashtra,Shoes,Fashion,2,3000
1186,2024-03-25,Anjali,Jaipur,Rajasthan,Mouse,Electronics,3,800
1187,2024-01-21,Neha,Pune,Maharashtra,Headphones,Electronics,3,4000
1188,2024-04-21,Anjali,Jaipur,Rajasthan,Mobile,Electronics,3,20000
1189,2024-03-08,Amit,Delhi,Delhi,Headphones,Electronics,1,4000
1190,2024-04-15,Rahul,Bangalore,Karnataka,Backpack,Fashion,3,2800
1191,2024-04-18,Amit,Delhi,Delhi,Keyboard,Electronics,3,1500
1192,2024-02-29,Priya,Mumbai,Maharashtra,Backpack,Fashion,2,2800
1193,2024-04-18,Suman,Kolkata,West Bengal,Handbag,Fashion,1,2500
1194,2024-01-31,Neha,Pune,Maharashtra,Backpack,Fashion,3,2800
1195,2024-04-19,Rohit,Hyderabad,Telangana,Backpack,Fashion,1,2800
1196,2024-04-18,Neha,Pune,Maharashtra,Keyboard,Electronics,1,1500
1197,2024-03-14,Neha,Pune,Maharashtra,Mobile,Electronics,1,20000
1198,2024-03-02,Rohit,Hyderabad,Telangana,Shoes,Fashion,3,3000
1199,2024-02-22,Amit,Delhi,Delhi,Laptop,Electronics,1,50000
1200,2024-03-29,Amit,Delhi,Delhi,Shoes,Fashion,1,3000
